NCT number,label_M,IPD Description,label_IPD
NCT05205824,1,9dd9cf235e64044bec39fe54266fdc856f0d20938f2d3472be4fab52c641f0ab,1
NCT04896944,0,55c753414630584b42f95b9a7a17f661fd7e1ce5768d2aacbe80ebe08ef5df50,0
NCT05831436,0,447ae885e98a15ad04c7d07e667c734c2d74fd7ec2c6931e9fd60c8ce9068529,0
NCT02918656,2,15ab16a16cbace13f895c0776f279b51ba6f030ce0be5a4aa4f337917981f4b4,2
NCT04545307,0,9a43c5d17630586f5452446b445ef41e5f2405e48587f8a99cc0336e3a17a324,1
NCT05875467,2,e810a06b8f5c85d6318dbafe07f8ff9c4b515ca6fa5efb7ced9bd75431d4e725,2
NCT05777161,0,d0dfd8ddbf060c92447fbe20d9c3ff0475c8cbd81920691e081d397baad1f5c6,0
NCT04767204,2,838f818528db41849df6682a2dd1ebb4f51467e49715b75b1d96dd75dab6a6bf,2
NCT05992961,0,fbbd18fb5cf9196a3234b4501929f43f35eb695a07f9dc58b34e80c0a9087fc7,2
NCT04665414,0,e52c7235ef8da74979ce3f1402cf422f0add9f41c80d850a1495689be515c59e,1
NCT02434354,1,0a166447e41aadbb77c606c8fa3d261dcd586086bd8c21413d7e3d46c9bdcf96,2
NCT03936868,2,78ea4ba0a8a64744f79341fc9e8647a18d16330465355dabad16954835f029ab,2
NCT03204942,1,26ddf2553503ca819c7b2dfaf1688c74fd45efe904308c4561499b219bf43c3f,1
NCT02586064,1,e4e71a3786cd13a4137f9b47c651af7c9c0868307aacc5afba8c7965a866a778,0
NCT04893499,0,a9cb9b97cfea23589bb712ad19b5332a448b5ae09e5802b1d08c1d3a5ea3c3e3,0
NCT04687228,1,17b2a768806f2bd53cec86a16a84e1f3b7b7fba2fd6071355d1b0ea3347a2ca9,2
NCT03571971,0,6a7b60704684ffd7f4282fa182d5241281f7cce61908e75c659d162f5a2fc80d,1
NCT06014671,1,645f5cd733f47770d30edfa671383c871291cad1b80c905a98ad75ae1d845582,0
NCT03238859,2,0091176864960fec9bf505440dcafaae11ae3e94f231b74c4afab42f6aa6e018,2
NCT04224545,0,0f7d3abf08e089e246348cebfe52ebeee33f7080da4abaa50eb41c5b70c762ae,0
NCT01587625,0,08afb93ecf3c49a673bbb0caa3c3df0f5614dbd43b4b1ee1a89bb547337fb82e,0
NCT03349502,2,466f51485fdc5906e313d0c9ec7eca9f1909f12fc6da12f72c1a4d8f7720573d,2
NCT02390245,1,30a8fb8770df8033a43bdd49944415f1cc010560aefa0f063342d8588b27e6cc,2
NCT03847233,1,388c626b82a36b3d56750aea2786ea8245a1de79a1762d63a413b076250f2139,2
NCT03754062,0,08b267b7cc1a6eaa1dff9cffce467cd0c36ea27139f9056c4dd278cf11f308fc,0
NCT05434520,0,6b4a61bd72b634c0062b03f47567688fada21ea3dd4d8ccf108483c93e3675bc,1
NCT03154398,1,6ce9177794d0d1a5cdd65f6ab0228b9b86d2c3e5a6fb33452f5f140bf30ff54e,2
NCT03481699,0,af3be8fd7853acdaa8b28819481bb9570f02c0f0d15415e44721905c081fcbfa,1
NCT03687970,0,a818884ec21003365a4b6f1f977d87efb1de04c3d39a3a91d5577112c1051d42,0
NCT05390450,1,0f64a39f1d52447d473a524e4905a6262594d3393549fbfdf19787e74e8e6174,0
NCT03476356,1,703430c62ecf1dd8b38f9668067d3313ee30243a1cf92fd640f9c997320c78d8,0
NCT02971735,2,b0b924aad4ac2e0698390c0df0854b4c686cbcee2137a08cf55339168bb343a2,2
NCT01191814,1,a787debf83b5b48804c55b15a7cf46e72a525c79a927e48dd65cb60165849885,2
NCT05045989,0,6f294f61d90c5c79d2f693c3a592e7749fcfc3fc514338034602a197a12ba535,2
NCT02700711,2,badd96f7303431c4ea77b7271a55c7d4eff5600e3034cc858d8a49ab9057523d,2
NCT04299958,1,80ced1c2f14084eed35f42a2c3d318d3b4ce8a0467b51ef3e8d3c07c90eada02,1
NCT03411577,1,4467ef363318f727f6abb129487f1ab6f7724206332216fb6307ffb31a165778,1
NCT04973813,0,bf100d3559a900a329baa8bbeea8064b829250dfdfe9e97d9efc8fae9dc971d9,0
NCT04497623,0,8c41951fe494aea827914e0dbc17d3adc122bf0adbf198abb7adc3325c007342,2
NCT01246401,0,249513e99d1a647c2ef5728a1d14ef2742d251bcb20248859015df20fdba5d63,0
NCT03141541,0,8dfe36b86ae21aba7cd1cf6d3c23a5832d1a7e5749e6d38602fba1df3b7dab57,0
NCT03624335,1,4ff0d8c0c94bb2f0c9913bceed63dafaa370b9afa55b1298e6c1e013b00729e0,1
NCT04052464,2,9d491f97d22d9eb6765d815f60c879a76095db21eb8c5b92888abf0550f5c2fa,2
NCT05078099,0,e269e1bcd9bc6978e484a057af115874913506e01358ada5469cc76de7cc50cb,2
NCT05348759,0,7c6883aea13dac62ffbdeabe6fa2d263bae8f78c085c29b1f3fa6a16c65f895a,1
NCT04321798,2,a8cbc778cd66361194e16200d192120bbfad77e2ab509c9c8b1d8480b24a1bf0,2
NCT04103541,2,aef3334ae8075ec535277402c7638e12d359b8fe16b80e780bb770919f705045,2
NCT05110872,0,5839ddda525cdde7f9f53ff3f14ce82fc9bfbe42f61eb05df8425b06f235775f,2
NCT03457779,1,fe1ea3dc09461ec52575bed694e3948c53fd5582e1636edefde72e2bcc9cfecd,0
NCT02843529,1,6dfb64ab9c70f862db8a4ed63c711929870335845fa492bbf26b922cc42f01da,1
NCT02174211,2,02455f0d57828615b7ed9beeaae006ed5e223c467022d069508960998a63c730,1
NCT02787746,2,ff9ecd767fdb6b57ec4b08642537d4ccb654206acafac7d413e974021085c768,1
NCT04977518,0,151148957a5f9097b3becfd97023c0cf02223cb253443d2b2063b70374034662,2
NCT02493946,0,1b08d3457b73fd3e3be45db657260d5658ee1320eb6921b376568ae6914f408a,0
NCT05980026,0,124458828a52eb170b73b70511893c743ca936c1fdd778113a7b97b9127a4598,1
NCT04087694,0,351c4502474c5822e7826c53377c77590cc82c8f1f796380d9a54353bfcaad41,2
NCT02315898,0,98ffc3b93a1e56ae2db1bab9aa0109b421a182291cd8c6ba8ddd93695c671208,0
NCT00697047,0,f6ec9833169bd653768dc3461ec96d6433d800a6fc9856cd4f9ab1e680c59592,0
NCT04389671,2,e30a9901ed0c5f637ec44d578ab60171b50224c3e27519e78a626e290dae260d,2
NCT05014542,0,c78857dd049fa608fa71305b5b756cbbae1cf16d5c2825f4074daa14c339ee0c,0
NCT03148223,0,054353c15cfd28bd9f91bec3e64d4a0d5d8f92f7ed901c06a79e9fbd39aa6d36,0
NCT03047629,0,7c75f8832b8c18cea4977cacf046f232d03ce7e3e8a784c4e89fc3d1e3f4f921,2
NCT01967329,2,7afeb2e85f0b2da09ac4616da1f90604f49d839ddf2e8c14c0d1a13940cb08de,0
NCT04044833,0,b6bd85636a48203a4fed62d7aaf5f27e622d17a9906e56fceeaaf438e72d2aec,0
NCT02910037,0,4650a77ef08b20cabb364eb976665fc2040746905901f698f6f1051099638ad3,0
NCT02071940,1,24dcc10fc096f18715b22b561a73ef182ba11ffad9422c1615156b8831221bcf,2
NCT03720353,0,32afdc3dd1aa5194f8e7453f06094638143bbd61bbfdca9a964fb34da481d41a,1
NCT03123627,0,8cf2d673424f26ccdbc489704247a880f18c5e147c5a07889b2785cbb15c5fc1,0
NCT02091141,0,aa474a14ecb9b2fa4845489bb05e695262eb34e4bfcbbd424583d72ea528ade1,0
NCT04678037,2,1ec5d47dcb8029cf330d5c5cfe0d453b7744584471c55e330fe8ab4e7adb70b2,2
NCT03701802,0,d88e11bf15c0614c8637ff0b9284079ed3fad28d7ecd72f6ed7109f3c63a165d,1
NCT00068692,0,4f85cee8c59390f2fabcbc1794339415135fe65575e5b60fc82deefa2bc60ee7,0
NCT04371094,1,7ba8bfed8b87c85dc0aadbcbe7ef73bda5378cb38734efdaa76d7f014aef6bce,1
NCT02578901,0,f9ffaf6774f96166fa0a03c5bf52f4e7aadec5ce916aa6596870649c426f7258,0
NCT04664868,0,3a4594cfb249ee87e7739a837d85103d4b51dd1200c75630f63c1e548e707a76,2
NCT03705663,0,d1b5b6d725ca7ab9cf8b15971da9b75cdfcffb80dfdeea1f0b6f4cdd70c95595,0
NCT04901650,0,9497dcfe6738f4ed1ee3f5a119d54e14852202a4d1f54c54aab4eade2e3e1fea,1
NCT03560297,0,ae4fa73bc3c33e5b55cb44a4851ad4a912fd42db22d0b9d72d31d9ee161683d5,1
NCT03180151,0,6105d38844c89cb198dc5b33752ed102c5aca1baf999aea07df138680640197c,1
NCT04426929,2,43ea15c86c45cccc23acfa6d700240966e61c5995c44ea331c6b5ee06750b34a,2
NCT03576209,1,6ad972e6393a0d94eff8a6af6e49e37137bc56b919d996edd37de5731f22c2e4,0
NCT03886935,2,2f3b77cde64b9750680c46a9838955bef3256d9cd52c3f87935bf049eb10a1d0,2
NCT05388955,2,a2363c84b7442a82c7021d03805d6cda280a1e7334977e933ccc39d44c2fcb99,2
NCT02943902,0,1db2d085d8d430e9b9344ae23776f6e09e19b4f9027b1ff7e4a02b918f05e71e,0
NCT04354779,1,ace493e0669b2bf75a241c6a2c992f7454eff736f731e5c956cc612c551572a9,2
NCT04334486,1,8543e2cb5284c319c9fad97658fd65ba4c43f3d297efda43e74b59212ec09b87,2
NCT03397056,0,78129bf5f71bc20f5f16648b2e262a8e115fe7ad1c169edb49ebbcfb8b66be92,0
NCT04517422,0,a68a02ef12cfe4a9d2fed3aaa1b1cbde98591b53dac619d1068054c7b95a723f,0
NCT04077931,1,8418065a7228fe3902ed195c9e8b32e631e1847575d49d65b80c09a073928a66,0
NCT01319695,0,dcdfab2e1dcf3815639043cdf5eb0afb2fa7a6126602446002c63eccda1c3612,1
NCT03719716,0,11b8d622244832f0b8680dcf0097bc0a4f6a04ecacbf1e90640c2b30fec31f43,0
NCT05221463,0,394228cad7242db40e1ec077e15e92a6d6154552927cecb29796fadc1410c92f,2
NCT05315882,1,d19fb2fe5f6ef7ca2c9b6b4e81184dac7f0fb0d7c39edb8a6c5c38ef29bf9482,0
NCT04359420,0,25c7f0903aa61162e08b77944bc7958fc230abe7ea7c280754788a9d82dfef8d,2
NCT04630223,0,e51905a11401c689a4aa1e53e5326080103a2c4b06f5064fbea603b51aa5a307,2
NCT04494204,0,ee7c7cc656824c894a8796af58eeeea0dd937f5631815f3fe367dacf164283b2,1
NCT03972280,0,5c8712b1a2674e3838c9133c94a5c6889b516924490f3125e20536fd7db8cd51,0
NCT04680689,0,176acbf37a9b4b05baca80e145da6faa05d7f21817f0036bb996c85d45b8ea79,0
NCT03725995,1,0867e40b9c5b2145d5379b909beaf947313800a1957b00d96ab24f497a6bc3cf,1
NCT01378299,0,1faf00978b108f9671baba6d091a95660f449b6ddf237975ef40fd5574c5ef9d,0
NCT05283083,0,4467bc5125853e0ff41089bca81bee0a0abb811d652213bb5dcdae80ed0f5148,0
NCT03527290,0,68eab206d7564870ec8cc6d77aba40f26135a53ebe727b8a10ed62bf574546b1,1
NCT03754153,0,9acf2c8d54043b18c86c9b103ea901102f8319a16d8de13c1da722164ee59c87,0
NCT03538938,0,aac8342e502e353e451b7103f7a781db5942f3709c749367b748c3d6a0185166,0
NCT04546451,0,4ad63b3a07115f5e3eeff84934c07edb8db9122483fdc0143cdd39d2575d5809,0
NCT02554747,1,202f4e3058455d56a875513cceb9acb4fc65057be916ccf6a708c44c3ef0d1f8,0
NCT04517006,0,99a01a38a835069fd5212fa216dce77a801a3120e7f2488797ab34db4ced2a4e,0
NCT00227903,2,fbc02e89b6a9472ed729dddb51a73be67324076c6021d45a78653e49778fa49e,2
NCT04761211,1,96f36a93cd43324ac88d0536960f3ea04f3438e0811745ab5d6113b5b90f13f8,2
NCT03957057,0,117bc7b44527b3d74fbf01c427088fd55537ce45776915e8c2ea845756453b05,1
NCT03828162,2,3d4147fead592ac714e0d4420f1206682c91979deebfd7b775b29eba2074f41f,0
NCT03995810,0,c1626a1a3a5f771fd1cde1ed6d67d74901ae7a6ad03338f0e0b525e10678a32f,0
NCT05093426,1,24260de02909d65f808dc304eccdb16d1101e9e09baf3e54eea3e7b47c8b58ba,1
NCT05637632,0,3e071f4c89c5a83bb74b7513acf32f63186ce5af6a6a3211a7f580ee63f27825,1
NCT02751138,1,ecc03b5c5aa3690e22fa25d515872f12826a842e710a0acacca9b955c2ca412a,0
NCT03624621,1,a059128a2c869561339710bcf6af815f462c633be0224942c29f26201c01f5be,1
NCT04276584,1,20366ca3972e1a285855a36195db0e1b7e683d676a822852de4a01c9c26b35b7,0
NCT05147116,0,ba124496a4bc225f68eaf405f09b52c7a22177d2aa1801af3ea32949ddee9f20,0
NCT03409510,0,11d60e442ab5a4e3ac1f306a667f550e5bacbca7e696f4ba8b472e93c57684b7,1
NCT03253354,1,912060943f7e8771e6250a8e8e547e09be36873b56a8af5175f09193fd1ed095,1
NCT04132128,1,6c5030c41d337dc17f2521c95776c3e1c29a23768d7e5d039475cd8bbedb036a,0
NCT03923309,2,14fd6ace608484c9299e68898510bd30b7ec38195c152f42d356670b5dd20927,2
NCT02464449,1,c38a8693d38c06ff54b968a84755a80a5f11e96e5cc6ad0252772d48d8819221,2
NCT04329546,0,6c470de98c3f319384de72124d8f40f2b7e93839d818a94ceb0b3a1d517cb792,1
NCT04512079,0,b7be9219a7519eb77880c7cf703ee59564c6538061f214d8edda898c1735d01c,0
NCT01866852,2,f3022b0ede5181618f72c743c5587554f93842b52c6a7b64cab0879d9f4a886b,2
NCT03323125,1,dd00333a1f17a06246225d0c5ba75d659b76bb42fb4c37b932fd4ffc47637208,2
NCT03753841,0,da2e10ef3534a1c1749e2e09f6af86cd80315b7e1e7ec754dded827631568be9,2
NCT05517148,1,b48fd3437c6bb53ff75830a7eee823d91f80ebf3e933730ea823cd230e3a7389,2
NCT05798416,0,c291b242e4b033a5667d4864a4380056832dc38d99ba0c8b864317a84e0446b3,0
NCT03344913,2,019fa797e20101861c9c228803f6ec3101f42a03ad63f623dc115d878684cf15,2
NCT02359084,0,39ac79407df4339ab8beebe057d3e9a3f340f1b5fa7e6396fcdcb3e728164814,0
NCT03729583,0,ae9e810dc96546343dea9a8deede554b0ad3ceaf304e4547a03daa03e13bbcfe,2
NCT04770441,1,10cd7c96f29f6d3d520d5452c67eccab8ab302dcc9e55f277248105213c4a31f,2
NCT04512040,0,5c39bed44f595f7515df9cfa8649fe59234df00db4163a652a23b4072a758fd8,0
NCT04967313,0,e11a5fa3b15888b43a5fc5655eb4be16084fb16776c148aae1d59b2350e3c818,0
NCT03598452,0,7fd2d6fede5c25369dd7f752953c8b9cb607eacf51ca6ee7770aa06845dbfead,1
NCT03678987,1,aee3b2260ac540451f753785787cb89f2889d67830182e0204e767f5654142d8,1
NCT03922022,0,266c852a8ca15e89671e2baaf5ec529d79284713cfdb3c300ba42c8a11f1e7cc,1
NCT02902237,0,2706e6c165742cf0bd0e1e2427b01025c80dd7ab6acb165cd8f603fc3da22f56,0
NCT03303755,1,0029a8054d1d47a1e8638ebf6d1b4cf849fadd80e03c010d9df8447bd5676793,1
NCT05612308,2,bb1e0c9d7b21ffb8a1d0c319795122804a354f0bce782348bc589477891b6b80,2
NCT03244475,0,762f9613a9f3e3ca5403d3a846701e61708b6611ca156a5e6a39d7be0cec984e,0
NCT04215705,0,6b78cb266d5d80ef2844dbaef043108c30b28aac73b56ebc5a409951c19b77db,0
NCT03910244,0,dbda0ce845c58281d937bda2362c2109107e41208a23392cabc3cca97830ca56,0
NCT04001244,0,aa24f13a8c24999d1c139d59a5c0e121050b98d8cb2b8856970f698edd005a91,0
NCT03402256,2,7095253f0df58739f9bd7992131ce022283d16d160a38f5acd591c96c19ece2c,2
NCT05616572,0,3690840c800dd840e0825abbff87cf1599cdc8e5f6072c102be14cd899ba924d,0
NCT03566680,0,d4e5d5dbb1d2dd373b7e2ab4a3594602cd5766605cc6d07c2bb733dce8d75274,2
NCT04841681,0,eee04aaaa08058b256baddb8eb470ddaad11f96c596f93726fc88e7f8245bd5b,0
NCT04064138,0,05f0f5d0bfec524f203ab1bc38c58ad1e32478639e5ab04b8efed37d0eac2186,0
NCT03130660,1,01932c39d64f15ae5bd9a3c0038da4b2dd8646db2827f76c9ef8266dbb1985c0,1
NCT03511599,2,9ecad0e0c54502e138f1a9a93f65c46f5a2e5c958eab7a843de28ce479046ab8,0
NCT04896541,0,64dae2ff146fad51e16b774b2e6cbd9a1cad541306a7af5aa68619f88a3120e2,0
NCT03535090,0,3a2a0b6d84d66065c967b604306d33dce8c5f712941d27bc5a66df1d80061deb,0
NCT04306731,1,5e1a8cbdf32f58b2f502da1a396c9faefd68875e9ed1287defd682e8a2b13060,2
NCT02228408,0,83c20803635bab634883dfd254fc72ade9cae00364d831dc904a32c752e64bc8,0
NCT04366908,0,7ea267694f9ea1b109cc7b519c906db90c61e54c12dc59c0c6e2fec2880b5dea,0
NCT03928366,1,ab589e2f3c0d59248adaf2fc0264ee6673b9fe81ba4dbcf0a6c0a5dd85ab2063,0
NCT05216458,0,d1effe927677cc9990723eb5b0ca98ec3f0ca23e65f62043acb83f89cc85f48b,0
NCT04238078,0,ee5b271948d9b509f540d47f6c5d7a42cea2074496f577177aff17df9ca0849f,2
NCT04211311,2,3159122e8e5b821b31c610a19ae69b68d01a2bffc33bb465bbe39638772d1a3a,2
NCT04336345,0,bcc985922af4164af6b92a5006cc8cb19488089184ce4447ba06291320172881,1
NCT03961438,0,7c63bd9e93179d8f8233a4726ce2255580a53b692ddee44973aca6c29df7b320,0
NCT04536519,2,9b768857cd90dd5a39e790b354ceb965815fdf98143e1b96daeef1f29c784591,2
NCT06040879,1,622f40fcc4c56616f1d2395068587e489a074b056df6db9240593c5994374191,0
NCT03600844,2,fd06049e24cb704c4cf13287f479b2fd4426611be5bc07e74f60163302a45c55,2
NCT03938259,2,7ee08319fe052898dab78dfa1cf74326dace017a3d5b73ea1d2362dce0dbc1c5,2
NCT04115475,1,6b0623c46a281df3aa2d12be70652ba871183f542844769d38a19cc84015903a,0
NCT04633551,0,19014edee5d2dfe7379fdb608dc1d703c163a93ba0a72ea740ab0a46047020e7,0
NCT06007859,2,9e2814b2ea968ec3bd5d1e520497ead504b6f8452ecc13c5e360b1ac4d44cf54,2
NCT03836560,1,a6ce0fe6136ac9fe6f14382956fb809fd8ec7a74eb8dfe431e10faae21564835,1
NCT00300235,1,33c44a4c0b0a791f587b1df5a3f8e68eb23098f2a79a8b980a06ea66916e75e3,1
NCT05893212,0,6180716b8fdc63717b558f2e5cc7ce1c3f4769cd3381c7130271cf36b1e9e1e6,2
NCT03138330,0,3190d298e9a75ff5accbecab36a0df8d9e98d21fb41e4e11c022794fe032e2f6,1
NCT04789785,1,4cd335aba8646834d2efbbe6645a9a9f16a48edc164156e812039c65c2b9d696,1
NCT05054686,2,95722a0e3607a8c50d23205609e393f573c09d0873dd9dab88f51ee6c9094856,2
NCT03970590,1,3e03d6dc627d15f0d2a9092c9c3b9bc16f7dcdccb5edf2f76b453a7a5288f550,0
NCT04219878,0,2ce35cbd48b81fbdda748544fe5eb2cc27c0714090dd35e89b1423150b70af09,0
NCT01883856,1,215e68dc93acd27bc291a08d2b168ca5605e9c522a7a6f145010e338ffd1328b,2
NCT03414424,0,a099e940ae2b30e695db2d007472bed81b1bb823190e3d6768ae4018a69a0bf6,0
NCT05991024,1,51ebd647913fd1a8596f92dd2fe072952cb0b60013bfce270eb55666159d267c,2
NCT03718676,2,1b82355d2d1a4dc7be55b0109f0bcc25ab65de062c0940a9840932a26fd64133,1
NCT02063880,0,0f2bf1cecdc509422d0c8dfe6785282f71f73f8eb99d5be0f7978b0b6e33e4e4,0
NCT04078087,0,a2d72f0888b0da24d694e68a85c651b59c943457007e8e1af775cb79f14700e3,1
NCT04035707,2,d61221e22efe46c78c3ce32c67fd6d128666ccf156e9a1046833519585b6e0e3,2
NCT03127514,1,6eb5d8e16c4aa25dbfb143d2fb4d5f97122bdd62574ba4d55ceedb72e1c3be04,0
NCT03016897,0,341299ebbb377966b27239d9d1a188b49ffee48fb44521b9295ccb326daac2ab,0
NCT03239665,2,eaf04afa459736f399c6571fbfd79bd566be7ff16d51dccd645b38f34a5068be,2
NCT05616962,1,aeaa666a5c7aba80c86545caed444e8d0f957b180a220b3329f9cb69012dbf25,0
NCT03754023,2,e63cbefa72ae8b126f1ce4872ed7e5d7f16433b8a2937de15e696b51f59165ed,2
NCT03158740,1,192569a6df5d115e70739f714503ce7cc1574ac333e22dc53f75463cff0e701d,1
NCT00103402,0,b0aa1fe5443621e467716de1c2152147ea29cdda0cac4bec93bcec42e6f7db8a,0
NCT03105687,0,875e8d53678d8857aafbd2222a4af4221e816fff46c49a77b9136eb087b685f4,0
NCT05543031,0,60ea5391a45b4ad89ca9e2a2956e236210a28f4238a901f9e9e6116d0b4a21d8,2
NCT05338138,2,82213c52647afc0dbd4f728cdaeaa6d9aeb00b9d97a0d33afd2624fa54da2de7,1
NCT05289284,0,19d2554b6ead8dc6863ae0ef05d9408a4f410d3ee1812ac2f9798c8560349c86,1
NCT05662384,2,cdcd6a34a2d52d088abf497283b28b5070bcfda9b4caf7845dfab9f2c14352c9,1
NCT03899168,0,2516d42528ebb669e378a3558d5da82f66ddc4f014a7e5f88bf121f718bb5888,0
NCT04867382,1,d7da76f4fc7353bad5ae44cf59d55d27bf394b60eab776f86ac86f93d08e1184,0
NCT03739151,0,724cbc134a514fdad8ffc732622ac5e665468779970c92a872ae50508496fe10,1
NCT03043742,1,e22c43b5415c7cdc2fe449e507c5ae57c3ecd05f5d87d8d0536640cac22d25dc,2
NCT04803487,0,d058c9571f9b579553ecd140bdbb69cf48669e3a636045b25df6a878bf1acf92,0
NCT04363931,2,a157637a4b4e1204df1d426cb6b378f1b2dfa900417fa8953ef6a5595983faaf,2
NCT06026007,0,bb7b29fe3fcc3b698fb3e8f72f27ee6d8a82664f832397bf126282abb41be94d,0
NCT04716010,0,1b19de211b4252982ace2c84591e764eb33dcb7af3080a5d3768ad717328dafb,0
NCT04505124,2,1d1d9b1f5696facf923e3fc08be9381406a8c2e4688fbaf3ee7a11c9b9eda2b3,2
NCT03400631,0,24e51b73bc327170785b96bc4856e259110dd36d0b428b83f8625178a6254d91,1
NCT03867994,1,2cd43de39c590c4feb80b95a65043af4dacc20558748ecc46b18c7ad752e5f71,0
NCT04142502,0,106c7c5cd956dba6219c5e05828ecd6276c34a6e94322e78b2ad8d2256c7f261,2
NCT02139488,0,ddc066a1d5e2d976894022406c3a731c8eb7889cc707adb857c3d3465199ff4d,0
NCT02256657,0,24de846464c1e2d6ae79fee2471346c5a0bd87e43bdbf5ae4ffca7b22ca6fdd3,0
NCT04545892,0,8076f3cb067b71024efc6d4d76a850be56547755bba90a6bfca415e062424249,0
NCT04884607,0,6bd05f899e8559739e869b90a27b1137489755ee1fcf1780177c8d6ca7d8fa67,1
NCT01966419,2,674474e81cbced6198bc01262784fa416619c8ea45d9c2d3db07b272c77d661c,2
NCT03626389,0,1ca8eabfee19066daaf0233729002f9d88531f20291e9f544c0cb244306f0d2a,0
NCT05434988,0,4d48f5643d5fdfef732e793a8bdf6638091bfe16bfe6e55ee1448121df766f89,2
NCT05312593,0,36a2a0c210058b4ed3830720f8fa3f71d4360402794da081e4b4d64c071a8c4d,2
NCT03876002,0,7baf5cb2d91194f64684f353daec7426655ee9b74d9542030c7d66db622478e5,0
NCT05747950,1,0c92d207f3d6989ba0afc341710c489cfedd9062e78a3581ec46e9d1ff57dc5f,0
NCT04112524,0,9aeffda1e8a55bc4befff304b4cb8bc466a94b772cceb0f018721779b67f27f7,1
NCT02904512,0,e49a5cf94e90e18fa63c4851c3c3bcde95e83606aa4a6004afe38d7406169920,2
NCT04332133,1,4d117697ecfe49905badcc75ac956f8ef064ad52f33663acdcdc548aec93d355,0
NCT03933085,2,af87391c5a841e8d0de987dcb9fe86419240f9772f4877dc0062638c8a95c7a9,2
NCT04529343,1,a8f7332c195a44e8202527c30186714d6b69dc71c57ffd244c2649b2096eb30d,2
NCT03495531,1,66a548104eac3eddc679a27d6efe83616927dd9f867fb7c082531e11978aa7f5,2
NCT01115608,2,46c28eeb35c7d84cc477832a1c9752098f3defb9c24cb0db2c0729b6a4753cf0,2
